book_id;review_id;review_rating;sentence;kmeans_label
8543102146;R1M542WQAXFWBQ;5;Tenham uma ótima leitura, pode confiar que o livro é excelente!;3
8532530788;R2BSODHN04MTFW;5;Embora aquelas capas antigas tenham seu charme, essa nova coleção ficou simplesmente linda com o aspecto de capa dura e ficou em destaque na minha estante.;3
8576849941;R3089NDC4XXNTP;5;Não é um livro de autoajuda padrão.;3
6555650001;R28MCN3BZI0J1P;5;O livro é maravilhoso só de imaginar o trabalho que a Daphne teve de casar com Simon :o me deixou eufórico, me manteve preso até o final para ler.;3
6580309318;R3MCFY7LVZUR13;5;Toda a construção da narrativa me levou a este lugar em que viviam toda a família de Salu, eu literalmente podia vê-los na minha frente arando a terra.;3
8501112518;RX6ZZZ5PCOA0L;5;emocionante;0
8568014542;R32JP5GOTQJ0Y3;5;Não sejamos fracassado, leia e aplique!;3
6580309318;R1SH5A599SE88V;5;E não poderia ser diferente:;3
8543102146;R3TQEU267E5AT6;5;Gostei do livro, muito bom mesmo, vale a leitura;3
8501112518;R6OC7P6739KIS;5;Mas, é extremamente reflexivo, vale muito a pena ler.;3
8584391401;R1RJ0R0YCNVOO8;5;Não podemos esquecer que todo isso se passa na década de 70, ou seja a liberdade sexual, o consumo de drogas e álcool não são meros detalhes, fazendo parte importante e até decisória no decorrer do livro.;3
8574068012;RPP32UBCJIGIG;5; ;1
8576849941;R1O0G3R1QR2F74;5;Gostei do material compartilhado.;0
6555650001;R21C4X9WXDFAUR;5;Frases/ falas lindas.;0
8535932879;R2G8V2WYWWM2JS;4;Ela escreve muito bem.;0
8550807567;R10CUGDXV71V0E;5;COMO DISSE ARISTÓTELES: NÓS SOMOS;3
8551006754;R3E32U96U72M9V;5;Embora seja um livro pequeno, eu gosto de ler aos poucos, prefiro não devorar tudo de uma vez só.;3
8543105293;RYQLRKZC1FVN1;5;Ameei, vale super a leitura é o tipo de livro pra ler refletir e marcar bem mt, inclusive gostei tanto q comprei o outro do autor;3
8595084742;R3CEKLOUHNNJL9;3;Ainda mais por ser um livro grosso.;3
8573020806;R3D8B29B55STJ8;5;Muito bom!;0
8543105293;R3RC7Q040FYIP4;4;“Há um famoso ditado budista que diz que todo mundo é buda aos olhos de Buda e porco aos olhos de um porco.;3
8543107202;R1MP6BPFKNSIWN;5;Livro entregue antes do prazo prometido e conforme descrito no site.;2
8595081530;R3KC0ZLPQX85LT;5;Assegure uma renda para o futuro.;3
8550802751;RJXQ3M878V9I7;5;comprei para dar de presente a uma amiga, ela disse que é ótimo muito bem escrito e te faz refletir;3
8501076252;RJSSO0I3PB5UZ;5;Excelente ,um livro otimo que ti envolve i você se surpreende do começo ao fim,dificil é para de ler,super recomendo.;3
8595083274;R36KK654OKJRO3;4; ;1
6599039812;R1GK9OHYQB6RZ;5;Não que possa substituir uma terapia, mas ele quase faz isso.;3
8542209826;R2JY6H771I5PDF;5;Romance maravilhoso de verdadeCada lágrima que saiu valeu a pena;3
8508196555;RG0XO86QL0J7X;5;Grande lição para todos nós.;0
8501117684;R1MRBF0NXUCENJ;5;❤;1
8543104335;R1RB5S7M9J2KP8;5;otimo;0
8532530788;R2FD4H8K7G397U;5;Super recomendo.;0
8568014003;R2WL7C51FWMX75;1;Se você tem um lado místico, que acredita em figuras sobrenaturais, então talvez curta o livro.;3
8543107202;R2PABN509LV6G1;4;Um bom livros, mas esperava mais.;0
8580412382;R1H3AWKYAK5J9Y;5;Essa edição é perfeita, eu simplesmente amei!!!;0
