book_id;review_id;review_rating;sentence;kmeans_label
8547000240;R1EDDIRDPWRE78;4;nada mais que 30 reais.;1
8501105732;R27GU5YTV15DBI;5;Esse foi o primeiro livro que leio da autora e já adianto que não será o último .;1
8580411971;RIDI047XKJR7R;5;O meu livro preferido da série,os personagens são perfeitos e a entrega foi super rápida o livro em ótimo estado;3
8595084742;R123VXM0C6TLCT;5;Muito bom!;2
8568014542;RKQKJ1AUI733U;5;Pode comprar sem medo, vale muito!;0
8565765695;R3MNCVQEB22I7L;5;Mare também não.;2
8595084742;R2TY8JQUDD43Y1;5;Fica muito mais interessante acompanhar a jornada visualizando cada ponto nos mapas.;1
8543102146;RE9CUVW3GX63G;4;Claro que o mais difícil é incorporar e praticar, mas a leitura já é um excelente começo.;1
8532530788;R11DKIKXNWIQUY;5;otimo;2
8551006754;R1MXD820JA2EXR;5;É um ótimo investimento e recomendo que comprem.;0
8501117684;R1DA54I51JTP0V;5;Quinn chega de uma viagem e vai para a casa de seu noivo para lhe fazer uma surpresa, mas quem fica surpresa é ela, ao descobrir que estava sendo traída.;1
8501117684;R29QU3INJLKWSJ;5;Nota 10, ótimo!!;0
8547000240;R3EBP7Y8XM740K;5;Muito bom o livro eu recomendo,  a leitura abra nossa visão para o mundo;1
8573020806;R3D8B29B55STJ8;5;Atendeu realmente às minhas expectativas!;3
8576849941;R1LN2ZUGJKJGP4;5;Melhor livro que já li em minha vida!!;0
8565765482;R1SIV00BUCD7GW;4;Ainda assim, não posso garantir que Mentirosos seja imperdível para fãs de suspense.;1
8568014003;R2NSOODZTF83F8;3;Recomendo fortemente a leitura para quem estiver passando por um momento complicado na vida, seja de desânimo ou de falta de prospecção para o futuro, certamente ajudará bastante a ver a vida com um olhar mais crítico e positivo!;1
8565765482;R2N2BV0OTYN2WL;5;Ainda estou chocada com o final dele, com a reviravolta.;1
8542209826;R1X73CIBJ7S1L9;5;acho que obra de arte é uma coisa que define muito bem este livro,o amor é tão lindo,tão puro, esse livro me ensinou muitas coisas e é muito importante para mim,acho que todos deveriam ler pelo menos 1vez;1
8555340942;RRYQTEAVYB7QV;2;A impressão que tenho é que a autora perdeu o foco na hora de escrever o romance e acabou embolando os temas do livro.;1
8575422391;RTUHDD64O57E3;5;Recomendo!!;0
8501105732;R2GBLW0IFATBFP;5;confesso que quando eu fui comprar não olhei o tamanho, a dimensão...;1
8595081530;R1SD3XTS4SOGPN;5;Amazon como sempre excelente!!!;0
8576849941;R2K2CPFQ43J7U8;5;O livro te muda, porém você precisa ter paciência e praticar todos os dias.;1
8535909559;R208TG244B5A1Z;5;Um dos melhores livros que eu já li;0
8568014003;RALQQY7N020A0;5;Leitura fácil e deliciosa!Vale a pena entrar nesse Universo;0
8550802751;R3KUVE3QTHP0KX;3;O livro é bom, mas a editora economiza na qualidade.;1
8501117846;R2DQWNTAMFT6PN;5;Recomendo muito!;0
8565765695;R1UIS06EL64YOU;4;O livro chegou antes do prazo e certinho, único ponto negativo foi que as bordas do livro vieram meio amassadas, tirando isso o livro é lindo;3
8595081530;R1JCLRQ9H7R4U1;5;Por que não li antes?;0
8543102146;R3UXHPH8NLYF0M;5;Divisor de águas.;2
8501112518;RCCUNRZFA2MDH;5;Entrega super rápida, ótima qualidade o produto e mt bem embalado, o que me deixou a desejar foi a transportadora que poderia tem sido um pouco mais cuidadosa na entrega.;3
8501105732;R3SAYJ2BKKP4GK;5;Amei o livro super indico e tem um desfeixo impressionante no final valeu Amazon mesmo com o lado feio do amor tambem existe o lado mais lindo do amor;1
8565765695;R2SERH8OLIM2H7;5;Não achei imprevisível como vários livros que li, pelo contrário, ao chegar no final fiquei completamente surpresa!;1
8539004119;R33IU30V3L1S8E;5;Recomendo muito!!!;0
8539004119;R3G5FH8RYZAUF4;4;Livro!Muito bom para quem busca se desenvolver;0
6555605588;RWN71863QVTF4;3;Dave opta claramente por não falar sobre quem ele não gosta, como a Courtney, o que deixa o livro meio chapa-branca.;1
8545202210;R3744T4AEFBZZV;5;Eu ameiEnsinamentos que transformam nossas vidas.;1
8580411971;R1XP125DT479P5;5;O meu preferido dessa série.;0
8501112518;R378M2ETHWLC8W;5;Me encantei desde as primeiras páginas pelo amor de Lily e Atlas, que começou com uma ajuda simples, mas que foi fundamental na vida dele.;1
8576082675;R3DAIS6FRG43O0;4;A tradução realmente não é boa em alguns capítulos, mas nada que te impessa de entender algo ou de seguir com a leitura.;1
8532530788;R3IZIFQ3CBKN10;3;Harry, Rony e Mione precisam de tudo o que aprenderam na escola durante o ano e de sua amizade para vencer.;1
8555341612;R1EN1VJ8MDMVJB;5;É um livro confortável para quem quer um romance calmo, bobinho e muito, muito gostoso.;1
8551002341;R8495N97CULVJ;5;Chegou antes do prazo,o produto e de ótimo qualidade,além de ter vindo super embalado,amei demais, pretendo comprar mais vezes 😃;3
8576849941;RRNL4SMLY443W;4;Recomendo a todos a leitura, mas não se irritem com a insistência do autor em contar histórias e tentar te convencer a usar o método dele.;1
8543105293;R34ZET6YL31TBX;5;Sem dúvidas há lições nesse livro que toda a humanidade precisaria conhecer e colocar em prática.;1
8565765695;R27O8B85JRXSBO;5;Não costumo ler este gênero e foi minha primeira experiência, o que me agradou bastante.;1
6555650842;RT0PE42FC9LG4;5;É bonito ver o progresso deles como casal,o reconhecimento e a aceitação do amor,a forma como se apoiam, enfrentam e superam os próprios medos.;1
8575422391;R1KC1CRKWTYPR;5;A entrega foi rápida!;3
8501112518;RHOG7XJ6A08BL;5;Vale a pena..;2
8580411971;R2P6RQ4S2ZGH9D;5;Romance de epoca de facil leitura, com boa escrita e personagens interessantes.;1
8544106595;R18DUQDX8VYOYP;5;É triste ler esses poemas do início do livro e perceber que a autora passou por tudo isso.;1
8565765695;R3QZ8XN5983NUL;4;Referente ao estado do livro, chegou em perfeito estado, apenas alguns amassadinhos na parte inferior da lombada , mas acredito que foi questão do manuseio durante a entrega.;3
8501112518;R19VHJ39KIBWTX;5;Quanto ao enredo do livro vale a pena como eu entrar na história sem saber de nada, vai se surpreender ainda mais.;1
8580411971;RJKIG6E7FUAZ1;5;Ele é um perfeito cavalheiro.;0
6556402583;R1HJM3TAFQT8WQ;5;Uma combinação perfeita entre escrita e gravuras.;0
8555340896;R2BKD12ANE6YIZ;5;!;2
8501117684;R33ITX6CZTIQT0;5;Principalmente quando as histórias são felizes quase que o tempo inteiro, porque são uma fuga da realidade.;1
8551006754;R1XQC1GANAPOJW;5; Ela e seus pais se mudaram para um antigo casarão que foi dividido em apartamentos e com tanto tempo livre em suas mãos e pais que estão constantemente trabalhando, Coraline começa a explorar o casarão e as redondezas.;1
8543107202;R3M6ENXF6E3GUY;5;Otimo;2
8555340942;RGPVV7R9XGUJO;5;A gente se apaixona e se envolve juntos.;1
8543109701;RXMQF5CBRO631;5;Recomendo!;0
8532530788;RLXZ5YAIELQGA;5;Quanto à edição, é a coisa mais linda, as folhas são amareladas e o livro é super leve (ao contrário de alguns livros capa dura).;1
8547000240;R3E2RP9AE6KRJE;5;Muito bom, estou amando o livro.;0
8542209826;R1NVD3QHI493K7;5;Comovente, emocionante e apaixonante.;0
8547000240;R34KYD7FPKEB9Z;5;O livro possui um excelente conteúdo e é daqueles poucos que te fazem pensar:;1
8544106595;R2NHKSUK49LW0C;3;Traz assuntos sensíveis, temas bem relevantes, no entanto, os mesmos poderiam ter sido abordados de maneira diferente.;1
8573258926;R2GW5RY3PCSJ6P;5;Ele fala de maneira simples e coerente sobre as linguagens do amor, cinco, segundo o autor.;1
8584391509;R2J7JFWZNEZYFA;5;Evelyn Hugo é uma força da natureza.;2
8584391509;R17IA51JW7M6E1;5;Chegou rápido, bem cuidado!;3
8595083274;R1RWONPHL67YGT;4;Gostei do aprendizado como um todo pois sabia nada do assunto.;1
8532530788;R304L72VS0E3VZ;5;E a Leitura é muito prazerosa...;0
8546501459;R3OVNL7I265MJ2;5;Livro de facil leitura.;0
8543107202;R2IWDUDS7K017J;5;Indico de olhos fechados essa leitura.;0
8568014003;R3QWBGP58J65QW;5;Gostei muito do assunto que é tratado nele,Com certeza vou ler de novo.;1
6599039812;R1248QTKWQTDLD;5;Conta a história da terapeuta (enquanto ser humano, mortal como nós!), seus pacientes e o terapeuta dela, fala do ser humano, suas relações, suas emoções, traumas, limites, superação, alegria, enquanto nos deparamos com os dramas dos personagens, pensamos nos nossos, vamos caminhando numa jornada de aprendizado e empatia, muita empatia!;1
6555320516;R2MZK190IEOW8L;5;Vale a pena ler esse livro.;0
8547000240;R3SXDUTRHCH4CL;5;recomendo!!;0
8594541473;R6OBZ3S7HP9D5;3;O livro é perfeito, veio tudo certo!;3
8501076252;R2Q9HAKWJ81M78;5;Recomendo de olhos fechados!;0
8576849941;ROJ9YN7AL1ME7;5;sonho(s).Realmente o que é dito é funcional.;1
8543107202;R2PA18Z23B2T53;5;Top!;2
6555650842;R7EI2RGOG9VP2;5;Lindo de viver, chegou antes do prazo e super bem embalado.;3
8584391509;R2V7QEY1SADGS0;5;Veio tudo certo, no tempo certo;3
8568014542;R3K8YH3T94WA7S;5;Fez muito sentido e passei a rever várias atitudes e comportamentos em relação ao dinheiro, que poderia e deveria substituir.;1
6558820250;R12E5JB38QWTPR;5;Conteúdo claro, didático e um material de ótima qualidade com material complementar!Melhor investimento pra quem precisa se aprofundar no assunto.;1
8543105293;R3CPSV4VWHFIHX;5;Quando suas feridas estiverem prontas,;1
8543107202;R1N7TID97IDOAM;5;Vale a pena ler sendo que é um tabu falar sobre a morte.;1
8501117846;R189ZO3LHYOWBH;5;Chegou super bem embalado produto novo entrega rápida .;3
8543105293;R32IJLKI3UO87Z;2;Procure no YouTube o audiobook e economize esse dinheiro.;1
8568014542;R1HKCDT9PNZ4WE;5;Essa versão tem comentários dos chefes da instituição Napoleão Hill, se não quiser é só não ler elas.;1
6555871784;R3PSNECN4UYT48;5;Muito bem escrito.;0
