book_id;review_id;review_rating;sentence;kmeans_label
8575422391;RYGXRRM2L8911;5;não é um livro que fala só sobre dinheiro, ele fala sobre a força dos pensamentos e te da dicas pra você ser uma pessoa melhor, saber controlar o seu dinheiro de forma segura e tudo mais.;2
6555650842;R6KW4ILFRTHT8;4;Achei que ficou um pouco repetitivo em alguns momentos, mas mesmo assim não tirou o brilho do conjunto.;2
8550802751;R2MMPX89UEJ732;5;A tradução, que parece dublagem de filme, meio antiquada, dificulta um pouco o entendimento e não ajuda na fluidez de leitura.;2
8565765695;RA13I9BIX0PUZ;5;!!;0
8578601777;R381JWXQL9UPO3;5;Perfeito.;1
8595081530;RZT8JA50VBBIH;5;Livro de boa qualidade, chegou em 3 dias, isso contando com o 7 de setembro que é feriado, recomendo.;3
8575422391;RP0HSOYLUBU6H;5;O livro que mais queria no momento ele é ótimo, simplesmente incrível.;2
6555650842;RVDS7Q807YIR6;4;O que li foi uma química incrível entre os protagonistas e algumas das cenas mais memoráveis em toda a série.;2
8584391673;R6TTW8N63STU4;5;❤️Ansiosa para ler, veio tudo certinho.;3
8565765695;RVUA0WOQFZMYT;5;Recomendo muito!;1
6580309318;R1S8V34MLR2LCD;5;Um livro difícil de largar, texto ágil mas denso, com grandes histórias.;2
8543107202;R2AZP2XAYWMQ8L;5;Todos deviam ler esse livro e refletir sobre a vida;2
8543107202;R3L6O3KUAHFXSW;5;Gratidão por ter alguém como a Dra Ana Claudia que se propôs a falar abertamente sobre um tema tão lindo quanto a morte e sua importância nas escolhas da vida.;2
8568014003;R13YJ6A1G56M2A;1;Acho que as coisas boas do livro não valem a leitura pois são coisas mais fáceis de encontrar em outros lugares e também de deduzir.;2
8501076252;R1GZDLMGP1H6PI;5;vale muito a pena, se tornou um dos meus livros favoritos.;2
8551002341;R2SRXZWDLJRDQZ;5;Por alguns minutos achei que realmente estivesse em Florença e me apaixonei completamente pela história.;2
8584391509;R31XW5ZW5MM407;5;Que livro lindo;1
6555650842;R1C08T5V4OAIFG;5;Livro conta uma história bem diferente de o Duque e eu, vale muito a pena;2
8501076252;R3UKLU6TWSKRK3;5;Véi bem embalado e em perfeitas condições.;3
8574069051;R1HKED0FQYNFTO;5;Super indico!História bem legal, meu filho de 3 anos amou!;2
8594541473;R2CZWTWQMIP1AU;5;Amei o livro, muito bem escrito e detalhado, as informações apresentadas estão bem organizadas e a parte da galeria letal é bem interessante.;2
8565765482;RBJIZWRXJBO88;4;leitura rápida e fácil, com um final instigante!;2
8545202210;RHXCPDZ3DMZ8S;5;Um texto prático para evoluirmos nossa maneira de vivermos nossa vida como protagonistas.;2
8545202210;R2Z87IPE5AI6CZ;4;Jonh WoodenPossuis os recursos financeiros coerentes com as tuas atitudes, nem mais, nem menos, mas o justo para as tuas lutas internas.;2
8501117684;R3S2RKUZR5P2OK;5;Desde que eu li esta história pela primeira vez prometi que nunca faltaria diálogo nas minhas relações.;2
8542209826;R29JJ7YI4TCLHE;3;Me incomodou diversas vezes.;1
8551006754;R1BTZ70MELVLNY;5;Adoro livros de capa dura!;1
8501105732;R3T80W1JX0VBDT;5;Ela o trás humano e falho, mas também verdadeiro e doce.;2
8508196555;R33B20PD81P45R;5;super atual, o contexto social que a autora aborda vem de encontro com esse momento em que muitas famílias vem passando, a ausência de trabalho formal, grande parte da população recorre aos ossos como alimento, a ajuda de outras pessoas, para suprir as necessidades basicas.;2
8539004119;R2PHEZ7BSI0DL2;5;Apenas nos diz como podemos mudar!;2
8538058975;R135B9ASZC1KNT;5;Minha filha filha gostou muito, estimula a leitura pois na história a toupeira cola etiquetas com várias palavras diferentes por aí 👏 e a minha filha queria tentar ler tudinho;2
8578601777;R5TXKA7NAOIX5;5;Recomendo;1
8582892101;R1XRAN76ZH010X;5;Quando o livro é bom, a gente para de ler para vim indicar.;2
8595083274;R1FITNYIX8LENG;5;Realmente facilitador para que um simples leigo possa começar a pensar sobre o que tem feito e precisa ser melhorado para que possa enriquecer sobretudo como ser humano;2
8542209826;RCIGDZZUZD6US;5;Simplesmente lindo e emocionante!!Confesso que no começo e quase no meio eu achei que seria muito clichê e pensei em abandonar essa leitura..kkkk;2
6555871784;R2BY3UK6O64YCH;5;É um livro incrível.;1
6558380544;R2BFRQN4TP1ENJ;5;O autor guia ao leitor numa reflexão existencial de uma maneira sensacional levando-os a sentir e viver (mesmo que mentalmente) o que a personagem está passando a cada capítulo.;2
8595081514;R1V0W653O5M4US;5;O Pequeno Príncipe é um livro universal, que ensina as crianças como permanecerem alegres e ensina os adultos como é importante voltar a ser criança.;2
6580309318;R1YRYLOA7V1N1Z;5;Esse livro é maravilhoso.;1
8501112518;R37L1HZ2BCW0ZY;5;Eu mergulhei nessa literatura, eu vivi várias emoções.;2
6580309318;R2NHHKICRHC0O8;5;Muito bom;1
8539004119;R28BR424LR8QF7;4;O autor consegue abordar de maneira inteligível como funcionam os hábitos e como podemos tentar modificá-los.;2
8501105732;R1OEXWNPTBAHB9;5;Curtem!!;1
6599039812;R2D2YA6U8QRW2I;3;Amei a narrativa do livro!;1
8535932879;R2B3PKRELZ6AWE;5;Chegou antes do prazo, muito bem embalado e protegido, perfeito;3
8573258926;R1EJE0TV90NNXE;5;❤;0
8542209826;R3O2T3UVGA85GM;5;Muito lindo!!;1
8550807567;R35WLA8Q5HEOR8;5;Simplesmente, maravilhoso!;1
8578601777;R1UXCAKRTQAY7V;5;Recomendo este livro.;1
8542209826;RLK0XGU23WDA5;5;!;0
8547000240;R3KWFSHETWMEPG;5;Recomendo para quem quer melhorar seu desempenho nos estudos.;2
8551006754;R2YKP67A4PM42V;5;São impecavéis e bem bonitas, mas a da outra editora deixa de certa forma mais macabro, fora isso amei tudo e mal posso esperar para ler esse livro mais uma vez.;2
8532530788;RLZ9JUFV6AANN;5;O único defeito é que as digitais ficam nos livros facilmente e é muito difícil de tirar.;2
8535909559;R1AKLT6LNNFHSJ;5;Daí vem o ódio, não podem mudar a realidade usando somente a inocência ou malícia, com ignorância ou sabedoria.;2
8565765482;R1VD3AE5ZQ4IW3;5;Maravilhoso!;1
8551002341;RSH2OTGX7XEDI;4;Ele tem o tamanho um pouquinho menor em relação aos tamanhos de livros em geral, mais coisa pouca a diferença.;2
8547000240;R298V9H466YT2I;5;Gostei muito!;1
8539004119;R1PTNPWBWVHK8R;5;Pesquisas e dicas práticas!;1
8580412382;R1O5HDYU3875WW;5;O romance de Bennedict e maravilhoso.;1
6555320516;R3MBHPQGKV3F30;1;Tudo é possível mesmo que seja desnecessário, humilhe e destrua todos que se puserem no seu caminho, sem a menor dó.;2
8580411971;R2OGQ05MEOPMF8;5;No primeiro livro a autora descreve Anthony Bridgerton como um homem orgulhoso, e no começo do livro parece que ele é bem arrogante, porém ao se apaixonar por Kate o personagem é desconstruído, e a autora mostra um perfeito herói.;2
8551006754;R2XJKZJLHD1Q45;5;Ademais, a história, apesar de fantaiosa e assustadora, nos leva a refletir sobre as nossas relações com a nossa família, nossos filhos, nossos pais e nossos empregos.;2
8543107202;R2QDTXQRJH7RB5;5;Leitura pra todos, mas principalmente pra toda área da saúde.;2
8584440739;RPTLKYKGOIN2;5;Simplifica o que há de mais atual na compreensão da mente infantil.;2
8568014003;R23N7V5QDJ242P;5;MELHOR livro que já li na vida, o leitor tem que aprender a fazer uma interpretação do texto, para ler o livro de forma literal ou figurativa.;2
8595081530;R5339QVLKN77Y;5;Excelente, uma leitura muito agradável e produtiva.;1
8578601777;R18RNKUIWP1WJA;5;É um absurdo a limitação de quantidade.;2
8532606261;R1K5CMAMC0KQUK;5;Considero um dos livros mais importantes para mim em função do momento em que li.;2
8584391509;R17NA6TAKJYH2Q;5;Eu super recomendo essa leitura e daria tudo pra me sentir do mesmo jeito que eu me senti quando comecei a ler.;2
8595081530;R2LRJJ9QN3MWV4;5;Sem dúvida uns dos Top 3 dos melhores livros que já li!;2
8543107202;R3VGW4Z7ZT2B0;5;Ótimo livro, todos deveriam ler.;1
8568014003;R1XHSIT0STMP5F;4;O que dificulta seu controle são 3 desejos: por comida, expressão e por sexo.;2
6580309318;R1DX3OFPOUS9ZM;5;Já nasceu clássico.;0
8594541473;R5QQ8O49KS4D5;5;Simplesmente perfeito;1
8535932879;R2KL8VBD85PNI5;5;Livro necessário em nossas escolas e casas...;1
8578601777;R340YXS770J4XH;5;SUPER;0
8539004119;R2CRQ91NKJDGJX;5;Quais são os seus hábitos?;2
8595083274;R15D8BDXME3RQV;5;Ótimo livro, tenha aprendido muito com ele.;1
8594541473;R2WSURTM75W32J;5;Chegou antes do prazo limite e estava super bem embalado.;3
8543102146;R7QKKQ0GWW5ZL;5;fará outro sentido para o leitor.5.;1
8542209826;R3GDKM4EW0AFL3;4;Comprei porque uma pessoa indicou.;1
8595081530;R2IU0IH8KX983O;5;Quanto mais cedo plantá-la, mais cedo a árvore crescerá.;2
8580411971;R268ET8WM0EI7T;3;Mas vale a leitura.;1
8535909559;R2O8XR6ESMD1L8;5;Uma fábula importante mas que reflete muito os dias de hoje, o poder na mão de homens fracos acaba por corrompe-los.;2
8576849941;R2TTE90JPS3CMV;1;Nao tem nenhuma!Não gastem seu dinheiro.;1
8538058975;R26D32SGIVP0B;5;Livro muito gostoso de ler, meu filho adorou.;2
8595084742;R2XM5DZLJGOEV7;5;Veio certinho, na data informada e embalado perfeitamente.;3
8595084742;R1IGDNR66DEJM;5;Produto em perfeito estado.;3
8547000240;R39XSNXBTMQKT6;5;Leitura recomendada para técnicos, pais e lideres em geral!!;2
8584391509;R2JPJOP05TCTNX;5;Que conexão louca a que construí com ela.;2
8501105732;R2BUJFCJ3H68V3;3;A história poderia muito bem se chamar, o lado doentio e tóxico de um relacionamento.;2
8551006754;R3JOZ4ZRVNMYMN;5;Muito bonito e chegou certinho!;3
8573258926;R2RJPCUC8COLVS;5;produto como descrito;0
8565765482;RZKU6XML5O2V3;5;, recomendo para todos aqueles a procura de um suspense que te surpreende do começo ao fim;2
8532530788;R210B0ONBMZPFS;5;A capa dura nos dá uma sensação de durabilidade, achei isso bacana, pois caso você queira dar de presente ou mesmo ler novamente vai estar com um produto em bom estado.;2
6555320516;RFWT1FICXHSGT;2;Serviço da Amazon é 10.;1
8538058975;R3MOI55Z4QE1M3;5;📚;0
